scale_ratio_lambda_cA_over_cI,assisted_raw_contrast_DA,independent_raw_contrast_DI,composition_threshold_w_star
0.5743491774985174,0.7820895522388058,-0.7365097588978182,0.6211591138710629
0.5810227934789198,0.7820895522388058,-0.7365097588978182,0.6184368051110519
0.5877739531418044,0.7820895522388058,-0.7365097588978182,0.6157070367077955
0.5946035575013605,0.7820895522388058,-0.7365097588978182,0.6129699608545208
0.6015125180410583,0.7820895522388058,-0.7365097588978182,0.610225731538153
0.6085017568352955,0.7820895522388058,-0.7365097588978182,0.6074745045086859
0.6155722066724582,0.7820895522388058,-0.7365097588978182,0.6047164372476594
0.6227248111794115,0.7820895522388058,-0.7365097588978182,0.6019516889357511
0.6299605249474366,0.7820895522388058,-0.7365097588978182,0.5991804204194962
0.6372803136596311,0.7820895522388058,-0.7365097588978182,0.5964027941771473
0.6446851542197896,0.7820895522388058,-0.7365097588978182,0.593618974283688
0.6521760348827821,0.7820895522388058,-0.7365097588978182,0.5908291263750134
0.6597539553864471,0.7820895522388058,-0.7365097588978182,0.5880334176112928
0.6674199270850172,0.7820895522388058,-0.7365097588978182,0.58523201663953
0.6751749730840949,0.7820895522388058,-0.7365097588978182,0.5824250935553368
0.6830201283771977,0.7820895522388058,-0.7365097588978182,0.5796128198639379
0.690956439983888,0.7820895522388058,-0.7365097588978182,0.5767953684404225
0.6989849670895097,0.7820895522388058,-0.7365097588978182,0.5739729134892635
0.7071067811865475,0.7820895522388058,-0.7365097588978182,0.5711456305031206
0.7153229662176291,0.7820895522388058,-0.7365097588978182,0.5683136962209485
0.723634618720189,0.7820895522388058,-0.7365097588978182,0.5654772885854301
0.7320428479728127,0.7820895522388058,-0.7365097588978182,0.5626365866997546
0.7405487761432821,0.7820895522388058,-0.7365097588978182,0.5597917707837626
0.7491535384383408,0.7820895522388058,-0.7365097588978182,0.5569430221294809
0.7578582832551991,0.7820895522388058,-0.7365097588978182,0.5540905230560671
0.7666641723348002,0.7820895522388058,-0.7365097588978182,0.55123445686419
0.7755723809168673,0.7820895522388058,-0.7365097588978182,0.5483750077898677
0.7845840978967508,0.7820895522388058,-0.7365097588978182,0.5455123609577877
0.7937005259840998,0.7820895522388058,-0.7365097588978182,0.542646702334133
0.8029228818633765,0.7820895522388058,-0.7365097588978182,0.5397782186789424
0.8122523963562355,0.7820895522388058,-0.7365097588978182,0.5369070974980253
0.8216903145857903,0.7820895522388058,-0.7365097588978182,0.5340335269944618
0.8312378961427878,0.7820895522388058,-0.7365097588978182,0.5311576960197119
0.8408964152537145,0.7820895522388058,-0.7365097588978182,0.5282797940243602
0.8506671609508556,0.7820895522388058,-0.7365097588978182,0.5254000110085263
0.8605514372443301,0.7820895522388058,-0.7365097588978182,0.5225185374719626
